 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 -3.82057255e-08 -7.91723384e-08 -1.25787021e-07 -1.81190863e-07 -2.48908925e-07 -3.32983549e-07 -4.38111169e-07 -5.69782185e-07 -7.34422602e-07 -9.39535140e-07 -1.19383636e-06 -1.50738521e-06 -1.89169694e-06 -2.35983546e-06 -2.92647564e-06 -3.60792634e-06 -4.42210443e-06 -5.38844931e-06 -6.52776832e-06 -7.86200366e-06 -9.41391343e-06 -1.12066614e-05 -1.32633134e-05 -1.56062417e-05 -1.82564432e-05 -2.12327832e-05 -2.45511792e-05 -2.82237476e-05 -3.22579390e-05 -3.66556920e-05 -4.14126410e-05 -4.65174122e-05 -5.19510462e-05 -5.76865805e-05 -6.36888259e-05 -6.99143625e-05 -7.63117758e-05 -8.28221458e-05 -8.93797897e-05 -9.59132528e-05 -1.02346528e-04 -1.08600478e-04 -1.14594416e-04 -1.20247817e-04 -1.25482088e-04 -1.30222356e-04 -1.34399216e-04 -1.37950379e-04 -1.40822173e-04 -1.42970841e-04 -1.44363603e-04 -1.44979447e-04 -1.44809615e-04 -1.43857790e-04 -1.42139956e-04 -1.39683961e-04 -1.36528784e-04 -1.32723535e-04 -1.28326228e-04 -1.23402356e-04 -1.18023329e-04 -1.12264812e-04 -1.06205014e-04 -9.99229945e-05 -9.34970120e-05 -8.70029845e-05 -8.05130853e-05 -7.40945153e-05 -6.78084763e-05 -6.17093646e-05 -5.58441919e-05 -5.02522384e-05 -4.49649273e-05 -4.00059100e-05 -3.53913396e-05 -3.11303082e-05 -2.72254192e-05 -2.36734632e-05 -2.04661664e-05 -1.75909800e-05 -1.50318814e-05 -1.27701614e-05 -1.07851736e-05 -9.05502839e-06 -7.55721661e-06 -6.26915241e-06 -5.16863027e-06 -4.23419337e-06 -3.44541471e-06 -2.78309460e-06 -2.22938049e-06 -1.76781633e-06 -1.38332975e-06 -1.06216538e-06 -7.91773146e-07 -5.60659306e-07 -3.58208163e-07 -1.74481193e-07 0.00000000e+00
 0.00000000e+00 -7.73413188e-08 -1.60271115e-07 -2.54633529e-07 -3.66786699e-07 -5.03866091e-07 -6.74054420e-07 -8.86858707e-07 -1.15339361e-06 -1.48666843e-06 -1.90187310e-06 -2.41665638e-06 -3.05138666e-06 -3.82938367e-06 -4.77710647e-06 -5.92428109e-06 -7.30394909e-06 -8.95241694e-06 -1.09090857e-05 -1.32161410e-05 -1.59180841e-05 -1.90610902e-05 -2.26921815e-05 -2.68582111e-05 -3.16046613e-05 -3.69742664e-05 -4.30054836e-05 -4.97308434e-05 -5.71752215e-05 -6.53540869e-05 -7.42717862e-05 -8.39199326e-05 -9.42759743e-05 -1.05302013e-04 -1.16943944e-04 -1.29130992e-04 -1.41775678e-04 -1.54774280e-04 -1.68007799e-04 -1.81343443e-04 -1.94636609e-04 -2.07733331e-04 -2.20473136e-04 -2.32692244e-04 -2.44227007e-04 -2.54917496e-04 -2.64611126e-04 -2.73166204e-04 -2.80455284e-04 -2.86368226e-04 -2.90814867e-04 -2.93727205e-04 -2.95061040e-04 -2.94797018e-04 -2.92941044e-04 -2.89524063e-04 -2.84601213e-04 -2.78250381e-04 -2.70570222e-04 -2.61677691e-04 -2.51705190e-04 -2.40797400e-04 -2.29107912e-04 -2.16795761e-04 -2.04021956e-04 -1.90946115e-04 -1.77723305e-04 -1.64501146e-04 -1.51417288e-04 -1.38597271e-04 -1.26152853e-04 -1.14180787e-04 -1.02762077e-04 -9.19616970e-05 -8.18287287e-05 -7.23969007e-05 -6.36854614e-05 -5.57003339e-05 -4.84354883e-05 -4.18744652e-05 -3.59919885e-05 -3.07556054e-05 -2.61273000e-05 -2.20650324e-05 -1.85241655e-05 -1.54587482e-05 -1.28226348e-05 -1.05704272e-05 -8.65823616e-06 -7.04426302e-06 -5.68920903e-06 -4.55652526e-06 -3.61251722e-06 -2.82632111e-06 -2.16976950e-06 -1.61716353e-06 -1.14496883e-06 -7.31450579e-07 -3.56262087e-07 0.00000000e+00
 0.00000000e+00 -1.18330053e-07 -2.45209136e-07 -3.89577436e-07 -5.61161568e-07 -7.70877539e-07 -1.03124387e-06 -1.35680578e-06 -1.76456911e-06 -2.27444008e-06 -2.90966383e-06 -3.69725135e-06 -4.66838031e-06 -5.85875183e-06 -7.30888114e-06 -9.06429657e-06 -1.11756183e-05 -1.36984865e-05 -1.66933070e-05 -2.02247839e-05 -2.43612113e-05 -2.91734987e-05 -3.47339160e-05 -4.11145481e-05 -4.83854643e-05 -5.66126202e-05 -6.58555235e-05 -7.61647139e-05 -8.75791199e-05 -1.00123375e-04 -1.13805181e-04 -1.28612835e-04 -1.44513011e-04 -1.61448929e-04 -1.79339007e-04 -1.98076101e-04 -2.17527415e-04 -2.37535155e-04 -2.57917948e-04 -2.78473056e-04 -2.98979355e-04 -3.19201026e-04 -3.38891889e-04 -3.57800250e-04 -3.75674145e-04 -3.92266825e-04 -4.07342303e-04 -4.20680811e-04 -4.32083981e-04 -4.41379592e-04 -4.48425733e-04 -4.53114247e-04 -4.55373355e-04 -4.55169368e-04 -4.52507447e-04 -4.47431389e-04 -4.40022447e-04 -4.30397229e-04 -4.18704748e-04 -4.05122726e-04 -3.89853259e-04 -3.73117993e-04 -3.55152967e-04 -3.36203256e-04 -3.16517616e-04 -2.96343242e-04 -2.75920831e-04 -2.55480045e-04 -2.35235511e-04 -2.15383437e-04 -1.96098922e-04 -1.77533972e-04 -1.59816266e-04 -1.43048627e-04 -1.27309178e-04 -1.12652113e-04 -9.91090037e-05 -8.66905582e-05 -7.53887287e-05 -6.51790659e-05 -5.60232217e-05 -4.78715034e-05 -4.06653938e-05 -3.43399611e-05 -2.88260962e-05 -2.40525296e-05 -1.99475939e-05 -1.64407099e-05 -1.34635895e-05 -1.09511572e-05 -8.84220161e-06 -7.07977558e-06 -5.61136823e-06 -4.38887460e-06 -3.36839094e-06 -2.50986302e-06 -1.77661377e-06 -1.13477508e-06 -5.52646297e-07 0.00000000e+00
 0.00000000e+00 -1.62081303e-07 -3.35870482e-07 -5.33611209e-07 -7.68624427e-07 -1.05586046e-06 -1.41246518e-06 -1.85836158e-06 -2.41684495e-06 -3.11518650e-06 -3.98523584e-06 -5.06400821e-06 -6.39423686e-06 -8.02486608e-06 -1.00114548e-05 -1.24164562e-05 -1.53093337e-05 -1.87664732e-05 -2.28708460e-05 -2.77113823e-05 -3.33820158e-05 -3.99803655e-05 -4.76060330e-05 -5.63585031e-05 -6.63346530e-05 -7.76258919e-05 -9.03149762e-05 -1.04472564e-04 -1.20153594e-04 -1.37393606e-04 -1.56205109e-04 -1.76574168e-04 -1.98457329e-04 -2.21779057e-04 -2.46429826e-04 -2.72265005e-04 -2.99104647e-04 -3.26734284e-04 -3.54906772e-04 -3.83345224e-04 -4.11746976e-04 -4.39788561e-04 -4.67131545e-04 -4.93429115e-04 -5.18333212e-04 -5.41502022e-04 -5.62607599e-04 -5.81343380e-04 -5.97431371e-04 -6.10628768e-04 -6.20733811e-04 -6.27590686e-04 -6.31093321e-04 -6.31187959e-04 -6.27874429e-04 -6.21206077e-04 -6.11288373e-04 -5.98276229e-04 -5.82370124e-04 -5.63811168e-04 -5.42875249e-04 -5.19866463e-04 -4.95110022e-04 -4.68944866e-04 -4.41716197e-04 -4.13768156e-04 -3.85436861e-04 -3.57043984e-04 -3.28891036e-04 -3.01254503e-04 -2.74381922e-04 -2.48488960e-04 -2.23757519e-04 -2.00334861e-04 -1.78333685e-04 -1.57833093e-04 -1.38880328e-04 -1.21493162e-04 -1.05662797e-04 -9.13571331e-05 -7.85242637e-05 -6.70960569e-05 -5.69917038e-05 -4.81211219e-05 -4.03881234e-05 -3.36932785e-05 -2.79364223e-05 -2.30187753e-05 -1.88446628e-05 -1.53228373e-05 -1.23674173e-05 -9.89847042e-06 -7.84227027e-06 -6.13126701e-06 -4.70380855e-06 -3.50365247e-06 -2.47930591e-06 -1.58322863e-06 -7.70931541e-07 0.00000000e+00
 0.00000000e+00 -2.09481844e-07 -4.34092537e-07 -6.89653464e-07 -9.93378492e-07 -1.36458781e-06 -1.82544021e-06 -2.40168559e-06 -3.12343557e-06 -4.02594569e-06 -5.15039701e-06 -6.54465897e-06 -8.26400874e-06 -1.03717754e-05 -1.29398703e-05 -1.60491596e-05 -1.97896282e-05 -2.42602810e-05 -2.95687277e-05 -3.58303937e-05 -4.31673093e-05 -5.17064319e-05 -6.15774722e-05 -7.29102082e-05 -8.58312916e-05 -1.00460574e-04 -1.16907009e-04 -1.35264209e-04 -1.55605769e-04 -1.77980492e-04 -2.02407682e-04 -2.28872676e-04 -2.57322818e-04 -2.87664062e-04 -3.19758404e-04 -3.53422318e-04 -3.88426348e-04 -4.24495982e-04 -4.61313874e-04 -4.98523463e-04 -5.35733944e-04 -5.72526534e-04 -6.08461889e-04 -6.43088500e-04 -6.75951850e-04 -7.06604065e-04 -7.34613787e-04 -7.59575964e-04 -7.81121268e-04 -7.98924845e-04 -8.12714121e-04 -8.22275427e-04 -8.27459237e-04 -8.28183844e-04 -8.24437373e-04 -8.16278067e-04 -8.03832827e-04 -7.87294071e-04 -7.66914993e-04 -7.43003392e-04 -7.15914247e-04 -6.86041286e-04 -6.53807794e-04 -6.19656966e-04 -5.84042072e-04 -5.47416755e-04 -5.10225722e-04 -4.72896097e-04 -4.35829673e-04 -3.99396237e-04 -3.63928132e-04 -3.29716129e-04 -2.97006673e-04 -2.66000481e-04 -2.36852430e-04 -2.09672660e-04 -1.84528724e-04 -1.61448644e-04 -1.40424680e-04 -1.21417622e-04 -1.04361410e-04 -8.91679041e-05 -7.57316188e-05 -6.39342916e-05 -5.36491445e-05 -4.47447478e-05 -3.70884128e-05 -3.05490681e-05 -2.49996007e-05 -2.03186616e-05 -1.63919571e-05 -1.31130564e-05 -1.03837615e-05 -8.11408719e-06 -6.22190380e-06 -4.63229620e-06 -3.27668920e-06 -2.09178732e-06 -1.01837255e-06 0.00000000e+00
 0.00000000e+00 -2.61385109e-07 -5.41643815e-07 -8.60513956e-07 -1.23947121e-06 -1.70262024e-06 -2.27760925e-06 -2.99657021e-06 -3.89708256e-06 -5.02315216e-06 -6.42619087e-06 -8.16597432e-06 -1.03115473e-05 -1.29420375e-05 -1.61473309e-05 -2.00285520e-05 -2.46982882e-05 -3.02804907e-05 -3.69099829e-05 -4.47315075e-05 -5.38982499e-05 -6.45697829e-05 -7.69093925e-05 -9.10807664e-05 -1.07244046e-04 -1.25551276e-04 -1.46141317e-04 -1.69134316e-04 -1.94625876e-04 -2.22681077e-04 -2.53328572e-04 -2.86554943e-04 -3.22299593e-04 -3.60450388e-04 -4.00840305e-04 -4.43245307e-04 -4.87383631e-04 -5.32916657e-04 -5.79451449e-04 -6.26545023e-04 -6.73710312e-04 -7.20423760e-04 -7.66134381e-04 -8.10274078e-04 -8.52268962e-04 -8.91551348e-04 -9.27572103e-04 -9.59812974e-04 -9.87798521e-04 -1.01110731e-03 -1.02938200e-03 -1.04233804e-03 -1.04977065e-03 -1.05155997e-03 -1.04767407e-03 -1.03816987e-03 -1.02319182e-03 -1.00296847e-03 -9.77806918e-04 -9.48085468e-04 -9.14244541e-04 -8.76776265e-04 -8.36212982e-04 -7.93115067e-04 -7.48058402e-04 -7.01621911e-04 -6.54375507e-04 -6.06868802e-04 -5.59620890e-04 -5.13111468e-04 -4.67773498e-04 -4.23987541e-04 -3.82077856e-04 -3.42310251e-04 -3.04891637e-04 -2.69971166e-04 -2.37642779e-04 -2.07948965e-04 -1.80885486e-04 -1.56406836e-04 -1.34432152e-04 -1.14851367e-04 -9.75313495e-05 -8.23218417e-05 -6.90610322e-05 -5.75806166e-05 -4.77102574e-05 -3.92813766e-05 -3.21302520e-05 -2.61004167e-05 -2.10443831e-05 -1.68247354e-05 -1.33146448e-05 -1.03978724e-05 -7.96832894e-06 -5.92925887e-06 -4.19211774e-06 -2.67520399e-06 -1.30210364e-06 0.00000000e+00
 0.00000000e+00 -3.18597828e-07 -6.60196394e-07 -1.04885009e-06 -1.51073218e-06 -2.07522170e-06 -2.77601940e-06 -3.65229571e-06 -4.74986830e-06 -6.12239955e-06 -7.83259656e-06 -9.95338661e-06 -1.25690316e-05 -1.57761341e-05 -1.96844778e-05 -2.44176357e-05 -3.01132700e-05 -3.69230437e-05 -4.50120580e-05 -5.45577343e-05 -6.57480610e-05 -7.87791388e-05 -9.38519753e-05 -1.11168501e-04 -1.30926808e-04 -1.53315651e-04 -1.78508276e-04 -2.06655708e-04 -2.37879640e-04 -2.72265130e-04 -3.09853344e-04 -3.50634604e-04 -3.94542029e-04 -4.41446074e-04 -4.91150235e-04 -5.43388225e-04 -5.97822838e-04 -6.54046698e-04 -7.11585039e-04 -7.69900573e-04 -8.28400443e-04 -8.86445163e-04 -9.43359392e-04 -9.98444296e-04 -1.05099119e-03 -1.10029610e-03 -1.14567485e-03 -1.18647822e-03 -1.22210673e-03 -1.25202469e-03 -1.27577293e-03 -1.29297996e-03 -1.30337117e-03 -1.30677578e-03 -1.30313124e-03 -1.29248512e-03 -1.27499421e-03 -1.25092094e-03 -1.22062728e-03 -1.18456609e-03 -1.14327047e-03 -1.09734115e-03 -1.04743249e-03 -9.94237426e-04 -9.38471897e-04 -8.80859140e-04 -8.22114418e-04 -7.62930563e-04 -7.03964776e-04 -6.45827039e-04 -5.89070393e-04 -5.34183329e-04 -4.81584373e-04 -4.31618911e-04 -3.84558199e-04 -3.40600422e-04 -2.99873596e-04 -2.62440068e-04 -2.28302308e-04 -1.97409685e-04 -1.69665887e-04 -1.44936693e-04 -1.23057770e-04 -1.03842257e-04 -8.70879048e-05 -7.25835792e-05 -6.01150181e-05 -4.94697388e-05 -4.04410594e-05 -3.28312273e-05 -2.64536823e-05 -2.11345053e-05 -1.67131233e-05 -1.30423526e-05 -9.98786849e-06 -7.42719026e-06 -5.24826731e-06 -3.34774850e-06 -1.62900862e-06 0.00000000e+00
 0.00000000e+00 -3.81863555e-07 -7.91291955e-07 -1.25711340e-06 -1.81069685e-06 -2.48725586e-06 -3.32718783e-06 -4.37745267e-06 -5.69298812e-06 -7.33815084e-06 -9.38816263e-06 -1.19305302e-05 -1.50663951e-05 -1.89117582e-05 -2.35985103e-05 -2.92751900e-05 -3.61073784e-05 -4.42776349e-05 -5.39848718e-05 -6.54430689e-05 -7.88792340e-05 -9.45305264e-05 -1.12640484e-04 -1.33454318e-04 -1.57213269e-04 -1.84148078e-04 -2.14471633e-04 -2.48370949e-04 -2.85998650e-04 -3.27464183e-04 -3.72825057e-04 -4.22078398e-04 -4.75153174e-04 -5.31903432e-04 -5.92102907e-04 -6.55441312e-04 -7.21522631e-04 -7.89865622e-04 -8.59906734e-04 -9.31005505e-04 -1.00245247e-03 -1.07347949e-03 -1.14327228e-03 -1.21098497e-03 -1.27575622e-03 -1.33672662e-03 -1.39305679e-03 -1.44394569e-03 -1.48864876e-03 -1.52649507e-03 -1.55690332e-03 -1.57939590e-03 -1.59361077e-03 -1.59931065e-03 -1.59638940e-03 -1.58487512e-03 -1.56493005e-03 -1.53684722e-03 -1.50104375e-03 -1.45805125e-03 -1.40850332e-03 -1.35312075e-03 -1.29269467e-03 -1.22806835e-03 -1.16011804e-03 -1.08973361e-03 -1.01779936e-03 -9.45175909e-04 -8.72683289e-04 -8.01086080e-04 -7.31080745e-04 -6.63285527e-04 -5.98233097e-04 -5.36365991e-04 -4.78034817e-04 -4.23499073e-04 -3.72930345e-04 -3.26417574e-04 -2.83974034e-04 -2.45545605e-04 -2.11019958e-04 -1.80236215e-04 -1.52994726e-04 -1.29066614e-04 -1.08202789e-04 -9.01422125e-05 -7.46192150e-05 -6.13697650e-05 -5.01366227e-05 -4.06733663e-05 -3.27473218e-05 -2.61414581e-05 -2.06553365e-05 -1.61052163e-05 -1.23234279e-05 -9.15712806e-06 -6.46654486e-06 -4.12281770e-06 -2.00552696e-06 0.00000000e+00
 0.00000000e+00 -4.51842699e-07 -9.36300631e-07 -1.48748473e-06 -2.14251424e-06 -2.94306107e-06 -3.93693692e-06 -5.17972832e-06 -6.73647659e-06 -8.68339062e-06 -1.11095685e-05 -1.41186914e-05 -1.78306392e-05 -2.23829631e-05 -2.79321346e-05 -3.46544792e-05 -4.27466877e-05 -5.24257930e-05 -6.39284913e-05 -7.75096908e-05 -9.34401747e-05 -1.12003281e-04 -1.33490524e-04 -1.58196111e-04 -1.86410352e-04 -2.18411997e-04 -2.54459601e-04 -2.94782060e-04 -3.39568537e-04 -3.88958028e-04 -4.43028912e-04 -5.01788819e-04 -5.65165234e-04 -6.32997234e-04 -7.05028782e-04 -7.80903955e-04 -8.60164471e-04 -9.42249801e-04 -1.02650008e-03 -1.11216199e-03 -1.19839751e-03 -1.28429571e-03 -1.36888706e-03 -1.45116032e-03 -1.53008136e-03 -1.60461359e-03 -1.67373940e-03 -1.73648214e-03 -1.79192779e-03 -1.83924602e-03 -1.87770972e-03 -1.90671268e-03 -1.92578458e-03 -1.93460319e-03 -1.93300294e-03 -1.92098000e-03 -1.89869331e-03 -1.86646167e-03 -1.82475691e-03 -1.77419316e-03 -1.71551277e-03 -1.64956900e-03 -1.57730615e-03 -1.49973777e-03 -1.41792348e-03 -1.33294522e-03 -1.24588372e-03 -1.15779574e-03 -1.06969296e-03 -9.82522997e-04 -8.97153126e-04 -8.14357094e-04 -7.34805261e-04 -6.59058227e-04 -5.87563895e-04 -5.20657850e-04 -4.58566753e-04 -4.01414401e-04 -3.49230005e-04 -3.01958185e-04 -2.59470174e-04 -2.21575720e-04 -1.88035193e-04 -1.58571472e-04 -1.32881217e-04 -1.10645237e-04 -9.15377108e-05 -7.52341062e-05 -6.14177154e-05 -4.97847811e-05 -4.00482487e-05 -3.19402178e-05 -2.52132022e-05 -1.96403255e-05 -1.50145922e-05 -1.11473761e-05 -7.86626579e-06 -5.01239596e-06 -2.43738673e-06 0.00000000e+00
